lead_id,cts_id,title,url
eec237cb3d5745f6a78e63ae97c20160,CTS-SAMGOV-20250831-EEC237CB3D5745F6A78E63AE97C20160,FEMA Region VI: Emergency Purchase Order for Janitorial Services,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/551d342818db49d18c17ae7cfdef9f92/download
eec237cb3d5745f6a78e63ae97c20160,CTS-SAMGOV-20250831-EEC237CB3D5745F6A78E63AE97C20160,FEMA Region VI: Emergency Purchase Order for Janitorial Services,https://api.sam.gov/prod/opportunities/v2/search?noticeid=eec237cb3d5745f6a78e63ae97c20160&limit=1
eec237cb3d5745f6a78e63ae97c20160,CTS-SAMGOV-20250831-EEC237CB3D5745F6A78E63AE97C20160,FEMA Region VI: Emergency Purchase Order for Janitorial Services,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=eec237cb3d5745f6a78e63ae97c20160
e874cf548c7b43498aeb3370cabb8eec,CTS-SAMGOV-20250831-E874CF548C7B43498AEB3370CABB8EEC,"63--SENSING ELEMENT,FIR",https://api.sam.gov/prod/opportunities/v2/search?noticeid=e874cf548c7b43498aeb3370cabb8eec&limit=1
e874cf548c7b43498aeb3370cabb8eec,CTS-SAMGOV-20250831-E874CF548C7B43498AEB3370CABB8EEC,"63--SENSING ELEMENT,FIR",https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e874cf548c7b43498aeb3370cabb8eec
e0641540a7d94fd7910477773561ea75,CTS-SAMGOV-20250831-E0641540A7D94FD7910477773561EA75,"43--SEAL ASSEMBLY,SHAFT",https://api.sam.gov/prod/opportunities/v2/search?noticeid=e0641540a7d94fd7910477773561ea75&limit=1
e0641540a7d94fd7910477773561ea75,CTS-SAMGOV-20250831-E0641540A7D94FD7910477773561EA75,"43--SEAL ASSEMBLY,SHAFT",https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e0641540a7d94fd7910477773561ea75
df98a3e421e645b3b73c9739dbdba963,CTS-SAMGOV-20250831-DF98A3E421E645B3B73C9739DBDBA963,"15--PARTS KIT,CONTROL S",https://api.sam.gov/prod/opportunities/v2/search?noticeid=df98a3e421e645b3b73c9739dbdba963&limit=1
df98a3e421e645b3b73c9739dbdba963,CTS-SAMGOV-20250831-DF98A3E421E645B3B73C9739DBDBA963,"15--PARTS KIT,CONTROL S",https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=df98a3e421e645b3b73c9739dbdba963
dce7818aea41480f83ec824b926653b3,CTS-SAMGOV-20250831-DCE7818AEA41480F83EC824B926653B3,Notice of Intent: Tricore Testing Services,https://api.sam.gov/prod/opportunities/v2/search?noticeid=dce7818aea41480f83ec824b926653b3&limit=1
dce7818aea41480f83ec824b926653b3,CTS-SAMGOV-20250831-DCE7818AEA41480F83EC824B926653B3,Notice of Intent: Tricore Testing Services,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=dce7818aea41480f83ec824b926653b3
c53c029623144a239c0e901699ca06b3,CTS-SAMGOV-20250831-C53C029623144A239C0E901699CA06B3,Region VI: Emergency purchase order for maintenance services,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/defcd684cdba4542b55560d2c4e76ec5/download
c53c029623144a239c0e901699ca06b3,CTS-SAMGOV-20250831-C53C029623144A239C0E901699CA06B3,Region VI: Emergency purchase order for maintenance services,https://api.sam.gov/prod/opportunities/v2/search?noticeid=c53c029623144a239c0e901699ca06b3&limit=1
c53c029623144a239c0e901699ca06b3,CTS-SAMGOV-20250831-C53C029623144A239C0E901699CA06B3,Region VI: Emergency purchase order for maintenance services,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=c53c029623144a239c0e901699ca06b3
c296eea512944a259f5e605e80c32dde,CTS-SAMGOV-20250831-C296EEA512944A259F5E605E80C32DDE,Office Furniture Move & Temporary Storage Service,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/061a127dfff04ba3982750890f2b6933/download
c296eea512944a259f5e605e80c32dde,CTS-SAMGOV-20250831-C296EEA512944A259F5E605E80C32DDE,Office Furniture Move & Temporary Storage Service,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/69a0be997d5a4e54be3c362944eacf03/download
c296eea512944a259f5e605e80c32dde,CTS-SAMGOV-20250831-C296EEA512944A259F5E605E80C32DDE,Office Furniture Move & Temporary Storage Service,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6e5115e913004173bfbc04eb8e3d29ba/download
c296eea512944a259f5e605e80c32dde,CTS-SAMGOV-20250831-C296EEA512944A259F5E605E80C32DDE,Office Furniture Move & Temporary Storage Service,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b438747f047149ff802aef24da0b7f2d/download
c296eea512944a259f5e605e80c32dde,CTS-SAMGOV-20250831-C296EEA512944A259F5E605E80C32DDE,Office Furniture Move & Temporary Storage Service,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c381bf648f7f4a5a914cb071ab5307b6/download
c296eea512944a259f5e605e80c32dde,CTS-SAMGOV-20250831-C296EEA512944A259F5E605E80C32DDE,Office Furniture Move & Temporary Storage Service,https://api.sam.gov/prod/opportunities/v2/search?noticeid=c296eea512944a259f5e605e80c32dde&limit=1
c296eea512944a259f5e605e80c32dde,CTS-SAMGOV-20250831-C296EEA512944A259F5E605E80C32DDE,Office Furniture Move & Temporary Storage Service,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=c296eea512944a259f5e605e80c32dde
ba789e479b724a5d8919f0cf5f2e413c,CTS-SAMGOV-20250831-BA789E479B724A5D8919F0CF5F2E413C,N071--Move and Installation Services,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0e403da6969642ab842fc83d35d404a4/download
ba789e479b724a5d8919f0cf5f2e413c,CTS-SAMGOV-20250831-BA789E479B724A5D8919F0CF5F2E413C,N071--Move and Installation Services,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/33fb143546824203aea9a3fbea09e5d1/download
ba789e479b724a5d8919f0cf5f2e413c,CTS-SAMGOV-20250831-BA789E479B724A5D8919F0CF5F2E413C,N071--Move and Installation Services,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/41b2b07e66ec4e7d945bc082ec32e503/download
ba789e479b724a5d8919f0cf5f2e413c,CTS-SAMGOV-20250831-BA789E479B724A5D8919F0CF5F2E413C,N071--Move and Installation Services,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c298b87201014765b0787ab87c3e984b/download
ba789e479b724a5d8919f0cf5f2e413c,CTS-SAMGOV-20250831-BA789E479B724A5D8919F0CF5F2E413C,N071--Move and Installation Services,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c6d1a275e7ae49faa02094e43d9560dc/download
ba789e479b724a5d8919f0cf5f2e413c,CTS-SAMGOV-20250831-BA789E479B724A5D8919F0CF5F2E413C,N071--Move and Installation Services,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/deaf4ce2fbe144c084e32b15ee01b299/download
ba789e479b724a5d8919f0cf5f2e413c,CTS-SAMGOV-20250831-BA789E479B724A5D8919F0CF5F2E413C,N071--Move and Installation Services,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e0c66397e2ea49529c249ae55e1fbece/download
ba789e479b724a5d8919f0cf5f2e413c,CTS-SAMGOV-20250831-BA789E479B724A5D8919F0CF5F2E413C,N071--Move and Installation Services,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ff0f9e7a1ee84b0094a492bd815105cb/download
ba789e479b724a5d8919f0cf5f2e413c,CTS-SAMGOV-20250831-BA789E479B724A5D8919F0CF5F2E413C,N071--Move and Installation Services,https://api.sam.gov/prod/opportunities/v2/search?noticeid=ba789e479b724a5d8919f0cf5f2e413c&limit=1
ba789e479b724a5d8919f0cf5f2e413c,CTS-SAMGOV-20250831-BA789E479B724A5D8919F0CF5F2E413C,N071--Move and Installation Services,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=ba789e479b724a5d8919f0cf5f2e413c
a22c02af96cb4010a07e980ce499abfd,CTS-SAMGOV-20250831-A22C02AF96CB4010A07E980CE499ABFD,NATIONAL MULTIPLE AWARD CONSTRUCTION CONTRACT III - POOL ONE (NMACC III – Pool 1):  BASE SEATTLE SLIP 36 COMPREHENSIVE ENVIRONMENTAL RESPONSE COMPENSATION AND LIABILITY ACT (CERCLA) CLEAN UP AND WATERFRONT RECAPITALIZATION PHASE 1A,https://api.sam.gov/prod/opportunities/v2/search?noticeid=a22c02af96cb4010a07e980ce499abfd&limit=1
a22c02af96cb4010a07e980ce499abfd,CTS-SAMGOV-20250831-A22C02AF96CB4010A07E980CE499ABFD,NATIONAL MULTIPLE AWARD CONSTRUCTION CONTRACT III - POOL ONE (NMACC III – Pool 1):  BASE SEATTLE SLIP 36 COMPREHENSIVE ENVIRONMENTAL RESPONSE COMPENSATION AND LIABILITY ACT (CERCLA) CLEAN UP AND WATERFRONT RECAPITALIZATION PHASE 1A,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=a22c02af96cb4010a07e980ce499abfd
87596fd60b564b9ea0bb1abc63a446e2,CTS-SAMGOV-20250831-87596FD60B564B9EA0BB1ABC63A446E2,"43--SEAL ASSEMBLY,SHAFT",https://api.sam.gov/prod/opportunities/v2/search?noticeid=87596fd60b564b9ea0bb1abc63a446e2&limit=1
87596fd60b564b9ea0bb1abc63a446e2,CTS-SAMGOV-20250831-87596FD60B564B9EA0BB1ABC63A446E2,"43--SEAL ASSEMBLY,SHAFT",https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=87596fd60b564b9ea0bb1abc63a446e2
8401e96076104362b253dc84e875a8cb,CTS-SAMGOV-20250831-8401E96076104362B253DC84E875A8CB,Tanks lids for fish,https://api.sam.gov/prod/opportunities/v2/search?noticeid=8401e96076104362b253dc84e875a8cb&limit=1
8401e96076104362b253dc84e875a8cb,CTS-SAMGOV-20250831-8401E96076104362B253DC84E875A8CB,Tanks lids for fish,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=8401e96076104362b253dc84e875a8cb
7a1de6326ae04eaa95d66963c05955be,CTS-SAMGOV-20250831-7A1DE6326AE04EAA95D66963C05955BE,59--CIRCUIT CARD ASSEMB,https://api.sam.gov/prod/opportunities/v2/search?noticeid=7a1de6326ae04eaa95d66963c05955be&limit=1
7a1de6326ae04eaa95d66963c05955be,CTS-SAMGOV-20250831-7A1DE6326AE04EAA95D66963C05955BE,59--CIRCUIT CARD ASSEMB,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=7a1de6326ae04eaa95d66963c05955be
6f452d2f14e847bea84cc3b4a56f9ad1,CTS-SAMGOV-20250831-6F452D2F14E847BEA84CC3B4A56F9AD1,Single Source Determination - NWS Climatological Weather Observations,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8331d50603a4437a81bc0a2dd75e3575/download
6f452d2f14e847bea84cc3b4a56f9ad1,CTS-SAMGOV-20250831-6F452D2F14E847BEA84CC3B4A56F9AD1,Single Source Determination - NWS Climatological Weather Observations,https://api.sam.gov/prod/opportunities/v2/search?noticeid=6f452d2f14e847bea84cc3b4a56f9ad1&limit=1
6f452d2f14e847bea84cc3b4a56f9ad1,CTS-SAMGOV-20250831-6F452D2F14E847BEA84CC3B4A56F9AD1,Single Source Determination - NWS Climatological Weather Observations,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=6f452d2f14e847bea84cc3b4a56f9ad1
6b086ef663e5463ebf9c22746a819b14,CTS-SAMGOV-20250831-6B086EF663E5463EBF9C22746A819B14,"43--PUMP,RECIPROCATING",https://api.sam.gov/prod/opportunities/v2/search?noticeid=6b086ef663e5463ebf9c22746a819b14&limit=1
6b086ef663e5463ebf9c22746a819b14,CTS-SAMGOV-20250831-6B086EF663E5463EBF9C22746A819B14,"43--PUMP,RECIPROCATING",https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=6b086ef663e5463ebf9c22746a819b14
6320bf1de57d4d2f8f3abb761e410e3b,CTS-SAMGOV-20250831-6320BF1DE57D4D2F8F3ABB761E410E3B,"DPM and Local Move, Area III.",https://api.sam.gov/prod/opportunities/v2/search?noticeid=6320bf1de57d4d2f8f3abb761e410e3b&limit=1
6320bf1de57d4d2f8f3abb761e410e3b,CTS-SAMGOV-20250831-6320BF1DE57D4D2F8F3ABB761E410E3B,"DPM and Local Move, Area III.",https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=6320bf1de57d4d2f8f3abb761e410e3b
6094ab565a8344899ceefa8744368319,CTS-SAMGOV-20250831-6094AB565A8344899CEEFA8744368319,MRI Volume Transmittal,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/cbfde904580d4685aa52f2b8d37f4beb/download
6094ab565a8344899ceefa8744368319,CTS-SAMGOV-20250831-6094AB565A8344899CEEFA8744368319,MRI Volume Transmittal,https://api.sam.gov/prod/opportunities/v2/search?noticeid=6094ab565a8344899ceefa8744368319&limit=1
6094ab565a8344899ceefa8744368319,CTS-SAMGOV-20250831-6094AB565A8344899CEEFA8744368319,MRI Volume Transmittal,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=6094ab565a8344899ceefa8744368319
5d10bec09f774be5bbd13574bb458544,CTS-SAMGOV-20250831-5D10BEC09F774BE5BBD13574BB458544,40--SHACKLE,https://api.sam.gov/prod/opportunities/v2/search?noticeid=5d10bec09f774be5bbd13574bb458544&limit=1
5d10bec09f774be5bbd13574bb458544,CTS-SAMGOV-20250831-5D10BEC09F774BE5BBD13574BB458544,40--SHACKLE,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=5d10bec09f774be5bbd13574bb458544
294927c7e0d9420ea8935e20ef954197,CTS-SAMGOV-20250831-294927C7E0D9420EA8935E20EF954197,USCG Response Boat - Small Demonstrator,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2d39c0c6f3bb45eca0061094478d5b2e/download
294927c7e0d9420ea8935e20ef954197,CTS-SAMGOV-20250831-294927C7E0D9420EA8935E20EF954197,USCG Response Boat - Small Demonstrator,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e7e23e3f94f34d68a73a8493e56bffb8/download
294927c7e0d9420ea8935e20ef954197,CTS-SAMGOV-20250831-294927C7E0D9420EA8935E20EF954197,USCG Response Boat - Small Demonstrator,https://api.sam.gov/prod/opportunities/v2/search?noticeid=294927c7e0d9420ea8935e20ef954197&limit=1
294927c7e0d9420ea8935e20ef954197,CTS-SAMGOV-20250831-294927C7E0D9420EA8935E20EF954197,USCG Response Boat - Small Demonstrator,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=294927c7e0d9420ea8935e20ef954197
2946b6baae3f4f969a492e3726a1e6d9,CTS-SAMGOV-20250831-2946B6BAAE3F4F969A492E3726A1E6D9,H958--Physicist Survey of Radiation Equipment,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/147f60d927c443848999c579ac652b67/download
2946b6baae3f4f969a492e3726a1e6d9,CTS-SAMGOV-20250831-2946B6BAAE3F4F969A492E3726A1E6D9,H958--Physicist Survey of Radiation Equipment,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/23f8e6b834634b1fbc6a9952f2e825fd/download
2946b6baae3f4f969a492e3726a1e6d9,CTS-SAMGOV-20250831-2946B6BAAE3F4F969A492E3726A1E6D9,H958--Physicist Survey of Radiation Equipment,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/38a3a30e2c2e4010ad055dde8d890a9a/download
2946b6baae3f4f969a492e3726a1e6d9,CTS-SAMGOV-20250831-2946B6BAAE3F4F969A492E3726A1E6D9,H958--Physicist Survey of Radiation Equipment,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/42cf17e324224ff8b2e89534f80eac9e/download
2946b6baae3f4f969a492e3726a1e6d9,CTS-SAMGOV-20250831-2946B6BAAE3F4F969A492E3726A1E6D9,H958--Physicist Survey of Radiation Equipment,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/738ed52cf02743768d856ecde51cf05d/download
2946b6baae3f4f969a492e3726a1e6d9,CTS-SAMGOV-20250831-2946B6BAAE3F4F969A492E3726A1E6D9,H958--Physicist Survey of Radiation Equipment,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a24b02bbe0b74a5c82d9a13c0a1a11fb/download
2946b6baae3f4f969a492e3726a1e6d9,CTS-SAMGOV-20250831-2946B6BAAE3F4F969A492E3726A1E6D9,H958--Physicist Survey of Radiation Equipment,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/cb88a345e55c47ed8433758ccc15276b/download
2946b6baae3f4f969a492e3726a1e6d9,CTS-SAMGOV-20250831-2946B6BAAE3F4F969A492E3726A1E6D9,H958--Physicist Survey of Radiation Equipment,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d4de7059ff3f45be8eef1d6f76c41c92/download
2946b6baae3f4f969a492e3726a1e6d9,CTS-SAMGOV-20250831-2946B6BAAE3F4F969A492E3726A1E6D9,H958--Physicist Survey of Radiation Equipment,https://api.sam.gov/prod/opportunities/v2/search?noticeid=2946b6baae3f4f969a492e3726a1e6d9&limit=1
2946b6baae3f4f969a492e3726a1e6d9,CTS-SAMGOV-20250831-2946B6BAAE3F4F969A492E3726A1E6D9,H958--Physicist Survey of Radiation Equipment,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=2946b6baae3f4f969a492e3726a1e6d9
1f28db44fd544837a07a46a6d3e1e29e,CTS-SAMGOV-20250831-1F28DB44FD544837A07A46A6D3E1E29E,Maintenance Services for whole-room indirect calorimeters,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3099812174904d20b5ddf83b03ed95b1/download
1f28db44fd544837a07a46a6d3e1e29e,CTS-SAMGOV-20250831-1F28DB44FD544837A07A46A6D3E1E29E,Maintenance Services for whole-room indirect calorimeters,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e571beda84264bb9a54444abc296dcb4/download
1f28db44fd544837a07a46a6d3e1e29e,CTS-SAMGOV-20250831-1F28DB44FD544837A07A46A6D3E1E29E,Maintenance Services for whole-room indirect calorimeters,https://api.sam.gov/prod/opportunities/v2/search?noticeid=1f28db44fd544837a07a46a6d3e1e29e&limit=1
1f28db44fd544837a07a46a6d3e1e29e,CTS-SAMGOV-20250831-1F28DB44FD544837A07A46A6D3E1E29E,Maintenance Services for whole-room indirect calorimeters,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=1f28db44fd544837a07a46a6d3e1e29e
1da064ca96564b51ada3bc2473471834,CTS-SAMGOV-20250831-1DA064CA96564B51ADA3BC2473471834,8415--EMS Work Uniforms,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/65b217be627f47ed805ac69ec1fd84c1/download
1da064ca96564b51ada3bc2473471834,CTS-SAMGOV-20250831-1DA064CA96564B51ADA3BC2473471834,8415--EMS Work Uniforms,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/73413f75fd8245f4842505297646418b/download
1da064ca96564b51ada3bc2473471834,CTS-SAMGOV-20250831-1DA064CA96564B51ADA3BC2473471834,8415--EMS Work Uniforms,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/87e651a6f01e4d4292e1c553ea0c8155/download
1da064ca96564b51ada3bc2473471834,CTS-SAMGOV-20250831-1DA064CA96564B51ADA3BC2473471834,8415--EMS Work Uniforms,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9a1d0e02c9d54b2887b9d83e57b06211/download
1da064ca96564b51ada3bc2473471834,CTS-SAMGOV-20250831-1DA064CA96564B51ADA3BC2473471834,8415--EMS Work Uniforms,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a84eb47f99f241d6a92bc7b3fb8594d3/download
1da064ca96564b51ada3bc2473471834,CTS-SAMGOV-20250831-1DA064CA96564B51ADA3BC2473471834,8415--EMS Work Uniforms,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e8dc4c26529a4ab58a3eb50cd78f6a9b/download
1da064ca96564b51ada3bc2473471834,CTS-SAMGOV-20250831-1DA064CA96564B51ADA3BC2473471834,8415--EMS Work Uniforms,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f94a7ee6158a42d18bfd9f3874e12e8b/download
1da064ca96564b51ada3bc2473471834,CTS-SAMGOV-20250831-1DA064CA96564B51ADA3BC2473471834,8415--EMS Work Uniforms,https://api.sam.gov/prod/opportunities/v2/search?noticeid=1da064ca96564b51ada3bc2473471834&limit=1
1da064ca96564b51ada3bc2473471834,CTS-SAMGOV-20250831-1DA064CA96564B51ADA3BC2473471834,8415--EMS Work Uniforms,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=1da064ca96564b51ada3bc2473471834
1bad67c58f48402497dc3d008190a423,CTS-SAMGOV-20250831-1BAD67C58F48402497DC3D008190A423,U-PLEX Custom Metabolic Group 1 (hu) Assays,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/61d4ee6de0594f4b924be20b9a036229/download
1bad67c58f48402497dc3d008190a423,CTS-SAMGOV-20250831-1BAD67C58F48402497DC3D008190A423,U-PLEX Custom Metabolic Group 1 (hu) Assays,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b44c7a1717fb4b34b242111649d9ed8d/download
1bad67c58f48402497dc3d008190a423,CTS-SAMGOV-20250831-1BAD67C58F48402497DC3D008190A423,U-PLEX Custom Metabolic Group 1 (hu) Assays,https://api.sam.gov/prod/opportunities/v2/search?noticeid=1bad67c58f48402497dc3d008190a423&limit=1
1bad67c58f48402497dc3d008190a423,CTS-SAMGOV-20250831-1BAD67C58F48402497DC3D008190A423,U-PLEX Custom Metabolic Group 1 (hu) Assays,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=1bad67c58f48402497dc3d008190a423
18ac5867344d40aab5d8388b6cbacadd,CTS-SAMGOV-20250831-18AC5867344D40AAB5D8388B6CBACADD,"16--PARTS KIT,ELECTRO-M",https://api.sam.gov/prod/opportunities/v2/search?noticeid=18ac5867344d40aab5d8388b6cbacadd&limit=1
18ac5867344d40aab5d8388b6cbacadd,CTS-SAMGOV-20250831-18AC5867344D40AAB5D8388B6CBACADD,"16--PARTS KIT,ELECTRO-M",https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=18ac5867344d40aab5d8388b6cbacadd
115d30faebc5455889a39e1caea3f970,CTS-SAMGOV-20250831-115D30FAEBC5455889A39E1CAEA3F970,6515-- 664-25-4-072-0239 Recorders,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/53ecebd1b7834a5fb85f639c2d7842fc/download
115d30faebc5455889a39e1caea3f970,CTS-SAMGOV-20250831-115D30FAEBC5455889A39E1CAEA3F970,6515-- 664-25-4-072-0239 Recorders,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/dae9503d1381483d8c52b9e6fc789753/download
115d30faebc5455889a39e1caea3f970,CTS-SAMGOV-20250831-115D30FAEBC5455889A39E1CAEA3F970,6515-- 664-25-4-072-0239 Recorders,https://api.sam.gov/prod/opportunities/v2/search?noticeid=115d30faebc5455889a39e1caea3f970&limit=1
115d30faebc5455889a39e1caea3f970,CTS-SAMGOV-20250831-115D30FAEBC5455889A39E1CAEA3F970,6515-- 664-25-4-072-0239 Recorders,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=115d30faebc5455889a39e1caea3f970
06b067c8916f4acdbbeaa9ffdfb88313,CTS-SAMGOV-20250831-06B067C8916F4ACDBBEAA9FFDFB88313,Award Notice - NWS Climatological Weather Observations,https://api.sam.gov/prod/opportunities/v2/search?noticeid=06b067c8916f4acdbbeaa9ffdfb88313&limit=1
06b067c8916f4acdbbeaa9ffdfb88313,CTS-SAMGOV-20250831-06B067C8916F4ACDBBEAA9FFDFB88313,Award Notice - NWS Climatological Weather Observations,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=06b067c8916f4acdbbeaa9ffdfb88313
03617280368f4ebc87fe6039a34f09e2,CTS-SAMGOV-20250831-03617280368F4EBC87FE6039A34F09E2,Mobile Telephone Services,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/58f87a6649044d1691f1f3659425ffdd/download
03617280368f4ebc87fe6039a34f09e2,CTS-SAMGOV-20250831-03617280368F4EBC87FE6039A34F09E2,Mobile Telephone Services,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/86f560d94ab74e5c9df4d7cda9a393dc/download
03617280368f4ebc87fe6039a34f09e2,CTS-SAMGOV-20250831-03617280368F4EBC87FE6039A34F09E2,Mobile Telephone Services,https://api.sam.gov/prod/opportunities/v2/search?noticeid=03617280368f4ebc87fe6039a34f09e2&limit=1
03617280368f4ebc87fe6039a34f09e2,CTS-SAMGOV-20250831-03617280368F4EBC87FE6039A34F09E2,Mobile Telephone Services,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=03617280368f4ebc87fe6039a34f09e2
